Column1,Emp_Id,satisfaction_level,last_evaluation,number_project,average_montly_hours,time_spend_company,Work_accident,left,promotion_last_5years,Department,salary,Status,Satisfaction
9194,IND38008,70%,0.77,4,266,2,,0,,technical,low,Stayed,0.7
9195,IND39438,69%,0.89,2,220,3,,0,,technical,low,Stayed,0.69
9196,IND14349,72%,0.57,2,248,2,,0,,technical,low,Stayed,0.72
9197,IND15794,21%,0.65,3,183,3,,0,,technical,low,Stayed,0.21
9198,IND31402,91%,0.9,3,169,3,,0,,technical,low,Stayed,0.91
9199,IND41590,72%,0.71,3,132,2,1,0,,technical,low,Stayed,0.72
9200,IND27756,96%,0.72,3,197,3,,0,,technical,low,Stayed,0.96
9201,IND11544,100%,0.89,4,152,3,,0,,technical,low,Stayed,1
9202,IND34884,63%,0.51,3,126,6,,0,,technical,low,Stayed,0.63
9203,IND10304,24%,0.74,6,106,5,,0,,technical,low,Stayed,0.24
9204,IND30900,44%,0.38,4,128,2,,0,,support,low,Stayed,0.44
9205,IND19113,92%,0.57,3,191,3,,0,,support,low,Stayed,0.92
9206,IND25586,51%,0.51,4,189,3,,0,,support,low,Stayed,0.51
9207,IND41756,77%,0.71,5,141,3,,0,,support,low,Stayed,0.77
9208,IND06112,80%,0.97,4,220,3,,0,,support,low,Stayed,0.8
9209,IND08606,84%,0.46,5,118,3,,0,,support,low,Stayed,0.84
9210,IND22401,91%,0.88,5,223,3,,0,,support,low,Stayed,0.91
9211,IND24686,64%,0.61,3,263,3,,0,,support,low,Stayed,0.64
9212,IND30503,15%,0.59,5,209,4,1,0,,support,medium,Stayed,0.15
9213,IND08408,74%,0.58,4,193,3,,0,,support,medium,Stayed,0.74
9214,IND18025,94%,0.78,4,211,3,,0,,support,medium,Stayed,0.94
9215,IND23132,57%,0.58,3,192,3,,0,,technical,medium,Stayed,0.57
9216,IND05593,92%,0.63,5,156,3,,0,,technical,medium,Stayed,0.92
9217,IND20116,76%,0.54,5,278,2,1,0,,technical,medium,Stayed,0.76
9218,IND41693,73%,0.92,3,199,3,1,0,,management,medium,Stayed,0.73
9219,IND42864,24%,0.6,2,194,6,,0,,IT,medium,Stayed,0.24
9220,IND24191,42%,0.47,2,125,4,,0,,IT,medium,Stayed,0.42
9221,IND29749,92%,0.82,4,96,4,,0,,IT,medium,Stayed,0.92
9222,IND02843,92%,0.94,3,234,2,1,0,,IT,medium,Stayed,0.92
9223,IND09626,68%,0.55,6,181,3,,0,,IT,medium,Stayed,0.68
9224,IND21279,49%,0.86,4,246,2,,0,,product_mng,medium,Stayed,0.49
9225,IND40920,57%,0.98,3,171,3,,0,,product_mng,medium,Stayed,0.57
9226,IND25380,30%,0.66,3,198,2,,0,,product_mng,medium,Stayed,0.3
9227,IND40898,17%,0.81,5,280,4,,0,,product_mng,medium,Stayed,0.17
9228,IND43466,91%,0.49,3,267,3,,0,,IT,medium,Stayed,0.91
9229,IND0697,83%,0.91,3,251,2,,0,,RandD,medium,Stayed,0.83
9230,IND43101,87%,0.76,5,182,3,,0,,RandD,medium,Stayed,0.87
9231,IND03769,71%,0.8,4,157,3,,0,,RandD,medium,Stayed,0.71
9232,IND08347,88%,0.5,3,206,2,,0,,RandD,medium,Stayed,0.88
9233,IND35095,63%,0.94,3,237,3,1,0,,RandD,medium,Stayed,0.63
9234,IND38309,99%,0.58,2,166,3,,0,,marketing,medium,Stayed,0.99
9235,IND09524,99%,0.81,4,229,2,1,0,,sales,medium,Stayed,0.99
9236,IND30855,77%,0.53,5,256,3,,0,,accounting,medium,Stayed,0.77
9237,IND38542,64%,0.69,5,114,6,,0,,support,medium,Stayed,0.64
9238,IND39817,61%,1,5,243,2,,0,,technical,medium,Stayed,0.61
9239,IND17466,37%,0.82,3,199,5,,0,,management,medium,Stayed,0.37
9240,IND0808,19%,1,4,188,4,1,0,,marketing,medium,Stayed,0.19
9241,IND09259,96%,0.87,4,187,2,,0,,marketing,medium,Stayed,0.96
9242,IND35069,80%,0.62,4,216,2,,0,,marketing,medium,Stayed,0.8
9243,IND22490,14%,0.63,6,215,5,,0,,sales,low,Stayed,0.14
9244,IND03826,15%,0.69,6,213,6,,0,,sales,low,Stayed,0.15
9245,IND22299,52%,0.82,4,198,4,,0,,sales,low,Stayed,0.52
9246,IND09579,27%,0.55,5,121,3,1,0,,sales,low,Stayed,0.27
9247,IND14950,97%,0.96,3,212,3,,0,,sales,low,Stayed,0.97
9248,IND30853,52%,0.93,2,271,3,,0,,sales,low,Stayed,0.52
9249,IND15320,98%,0.89,3,186,2,,0,,sales,low,Stayed,0.98
9250,IND15644,96%,0.95,4,265,2,,0,,sales,low,Stayed,0.96
9251,IND19088,28%,0.92,3,151,3,,0,,sales,low,Stayed,0.28
9252,IND19591,65%,0.55,5,206,3,,0,,sales,low,Stayed,0.65
9253,IND36365,59%,0.63,4,153,3,1,0,,sales,low,Stayed,0.59
9254,IND06268,64%,0.48,4,267,2,1,0,,sales,low,Stayed,0.64
9255,IND17209,71%,0.48,3,161,3,,0,,sales,low,Stayed,0.71
9256,IND33250,83%,0.84,2,149,3,,0,,sales,low,Stayed,0.83
9257,IND17841,95%,0.94,2,269,4,1,0,,sales,low,Stayed,0.95
9258,IND37230,73%,0.49,3,248,3,,0,,sales,low,Stayed,0.73
9259,IND05209,81%,0.75,4,243,2,,0,,sales,low,Stayed,0.81
9260,IND16785,71%,0.44,2,207,4,,0,,sales,low,Stayed,0.71
9261,IND44850,80%,0.56,6,111,6,,0,,sales,low,Stayed,0.8
9262,IND06613,85%,0.53,3,226,2,,0,,accounting,low,Stayed,0.85
9263,IND13893,41%,0.7,2,151,3,1,0,,accounting,low,Stayed,0.41
9264,IND18625,51%,0.84,4,224,2,,0,,accounting,medium,Stayed,0.51
9265,IND34118,49%,0.57,4,146,4,,0,,hr,medium,Stayed,0.49
9266,IND0610,76%,0.55,4,163,2,1,0,,hr,medium,Stayed,0.76
9267,IND12146,57%,0.69,4,255,3,,0,,hr,medium,Stayed,0.57
9268,IND19222,54%,0.48,6,196,2,,0,,hr,medium,Stayed,0.54
9269,IND21099,68%,0.74,3,227,2,,0,,technical,medium,Stayed,0.68
9270,IND33644,70%,0.5,3,251,2,,0,,technical,medium,Stayed,0.7
9271,IND44200,77%,0.87,4,209,3,,0,,technical,medium,Stayed,0.77
9272,IND08059,95%,0.51,3,254,4,,0,,technical,medium,Stayed,0.95
9273,IND04719,50%,0.64,3,249,2,1,0,,technical,low,Stayed,0.5
9274,IND27747,99%,0.53,4,131,3,1,0,,technical,low,Stayed,0.99
9275,IND31364,94%,0.51,5,142,2,,0,,technical,low,Stayed,0.94
9276,IND010,83%,0.66,3,239,3,,0,,technical,low,Stayed,0.83
9277,IND22421,64%,0.81,3,225,3,1,0,,technical,low,Stayed,0.64
9278,IND27125,16%,0.73,6,170,3,,0,,technical,low,Stayed,0.16
9279,IND19305,83%,0.71,3,254,2,,0,,technical,low,Stayed,0.83
9280,IND38043,93%,0.73,4,156,2,,0,,support,low,Stayed,0.93
9281,IND0177,32%,0.64,3,151,3,,0,,support,low,Stayed,0.32
9282,IND19984,12%,0.9,3,200,3,,0,,support,low,Stayed,0.12
9283,IND28745,50%,0.5,3,184,3,1,0,,support,low,Stayed,0.5
9284,IND36360,57%,0.74,3,257,2,,0,,support,low,Stayed,0.57
9285,IND14136,25%,0.75,5,194,5,1,0,,support,low,Stayed,0.25
9286,IND19329,98%,0.56,3,139,2,1,0,,support,low,Stayed,0.98
9287,IND32434,81%,0.51,3,273,2,1,0,,support,low,Stayed,0.81
9288,IND07608,94%,0.63,5,261,3,,0,,support,low,Stayed,0.94
9289,IND05107,83%,0.57,3,135,3,1,0,,support,low,Stayed,0.83
9290,IND34809,77%,0.4,4,207,5,,0,,support,low,Stayed,0.77
9291,IND29933,57%,0.65,4,265,3,,0,,technical,low,Stayed,0.57
9292,IND35877,18%,0.96,5,208,6,,0,,technical,medium,Stayed,0.18
9293,IND39130,67%,0.71,4,159,2,1,0,,technical,medium,Stayed,0.67
9294,IND39223,35%,0.47,4,151,6,,0,,management,medium,Stayed,0.35
9295,IND24882,78%,0.44,3,97,4,,0,,IT,medium,Stayed,0.78
9296,IND11660,72%,0.79,4,154,3,,0,,IT,medium,Stayed,0.72
9297,IND27443,90%,0.58,3,264,3,,0,,IT,medium,Stayed,0.9
9298,IND13805,58%,0.49,3,135,2,,0,,IT,medium,Stayed,0.58
9299,IND01618,64%,0.56,3,238,2,,0,,IT,medium,Stayed,0.64
9300,IND07494,91%,0.79,4,166,3,,0,,product_mng,medium,Stayed,0.91
9301,IND21879,59%,0.51,3,156,3,,0,,product_mng,medium,Stayed,0.59
9302,IND02249,76%,0.8,3,202,3,,0,,product_mng,medium,Stayed,0.76
9303,IND07757,76%,0.85,3,204,2,1,0,,product_mng,medium,Stayed,0.76
9304,IND31135,51%,0.69,3,135,3,,0,,IT,medium,Stayed,0.51
9305,IND01653,54%,0.55,4,252,3,,0,,RandD,medium,Stayed,0.54
9306,IND42846,67%,0.93,5,254,3,1,0,,RandD,medium,Stayed,0.67
9307,IND11849,68%,0.44,5,165,3,,0,,RandD,medium,Stayed,0.68
9308,IND19967,97%,0.58,3,200,2,,0,,RandD,medium,Stayed,0.97
9309,IND27679,50%,0.74,3,155,3,,0,,RandD,medium,Stayed,0.5
9310,IND33310,81%,0.52,3,162,3,,0,,marketing,medium,Stayed,0.81
9311,IND21015,77%,0.73,4,159,3,1,0,,sales,medium,Stayed,0.77
9312,IND42348,59%,0.75,4,266,3,,0,,accounting,medium,Stayed,0.59
9313,IND23753,100%,0.96,4,155,3,,0,,support,medium,Stayed,1
9314,IND32266,74%,0.95,5,170,4,,0,,technical,medium,Stayed,0.74
9315,IND29002,91%,0.52,4,172,4,1,0,,management,high,Stayed,0.91
9316,IND30471,77%,0.65,3,187,3,,0,,marketing,low,Stayed,0.77
9317,IND0292,79%,0.98,4,185,2,,0,,marketing,medium,Stayed,0.79
9318,IND27860,82%,0.51,5,232,3,,0,,marketing,medium,Stayed,0.82
9319,IND05240,89%,0.96,5,260,3,,0,,sales,low,Stayed,0.89
9320,IND23333,83%,0.62,4,218,3,,0,,sales,low,Stayed,0.83
9321,IND37715,72%,0.7,4,217,3,,0,,sales,low,Stayed,0.72
9322,IND04186,70%,0.74,3,212,3,,0,,sales,low,Stayed,0.7
9323,IND12559,100%,0.89,3,189,3,,0,,sales,low,Stayed,1
9324,IND28963,57%,0.66,4,158,2,,0,,sales,low,Stayed,0.57
9325,IND36542,55%,0.54,5,168,2,,0,,sales,low,Stayed,0.55
9326,IND08741,47%,0.7,4,134,3,,0,,sales,low,Stayed,0.47
9327,IND13737,95%,0.77,4,213,3,1,0,,sales,low,Stayed,0.95
9328,IND27711,29%,0.57,5,149,3,,0,,sales,low,Stayed,0.29
9329,IND01874,71%,0.5,3,201,2,,0,,sales,low,Stayed,0.71
9330,IND08895,89%,0.68,4,146,3,,0,,sales,low,Stayed,0.89
9331,IND20241,81%,0.97,4,212,2,,0,,sales,low,Stayed,0.81
9332,IND21397,72%,0.64,4,140,2,,0,,sales,low,Stayed,0.72
9333,IND27793,100%,0.85,4,156,3,,0,,sales,low,Stayed,1
9334,IND36651,79%,0.49,4,163,3,,0,,sales,high,Stayed,0.79
9335,IND05595,69%,0.84,3,154,2,,0,,sales,low,Stayed,0.69
9336,IND14362,97%,0.66,4,218,3,,0,,sales,high,Stayed,0.97
9337,IND09381,61%,0.59,3,157,2,,0,,sales,high,Stayed,0.61
9338,IND13193,71%,0.89,3,222,3,,0,,accounting,low,Stayed,0.71
9339,IND21488,96%,0.76,4,152,3,1,0,,accounting,low,Stayed,0.96
9340,IND30860,77%,0.73,5,263,2,,0,,accounting,high,Stayed,0.77
9341,IND08965,57%,0.99,3,231,3,,0,,hr,low,Stayed,0.57
9342,IND26395,92%,0.76,4,258,2,,0,,hr,medium,Stayed,0.92
9343,IND20314,99%,0.92,5,213,2,,0,,hr,high,Stayed,0.99
9344,IND07307,86%,0.73,3,159,3,,0,,hr,medium,Stayed,0.86
9345,IND38735,78%,0.66,4,156,3,1,0,,technical,low,Stayed,0.78
9346,IND18382,85%,0.66,3,235,3,,0,,technical,low,Stayed,0.85
9347,IND40882,38%,0.6,4,190,2,,0,,technical,low,Stayed,0.38
9348,IND09811,63%,0.93,4,238,2,,0,,technical,low,Stayed,0.63
9349,IND21519,66%,0.72,4,137,3,,0,,technical,low,Stayed,0.66
9350,IND25329,19%,0.79,5,171,3,1,0,,technical,low,Stayed,0.19
9351,IND32002,63%,0.59,4,249,2,,0,,technical,low,Stayed,0.63
9352,IND36751,32%,0.74,6,205,3,,0,,technical,low,Stayed,0.32
9353,IND01112,73%,0.55,3,149,3,,0,,technical,low,Stayed,0.73
9354,IND39685,75%,0.89,4,139,3,,0,,technical,low,Stayed,0.75
9355,IND0752,70%,0.66,4,168,3,,0,,technical,low,Stayed,0.7
9356,IND03082,77%,0.61,4,181,2,,0,,support,low,Stayed,0.77
9357,IND44332,83%,0.8,4,150,3,,0,,support,low,Stayed,0.83
9358,IND06129,75%,0.49,4,246,3,,0,,support,low,Stayed,0.75
9359,IND09280,97%,0.54,3,271,3,,0,,support,medium,Stayed,0.97
9360,IND09138,75%,0.55,5,204,3,,0,,support,low,Stayed,0.75
9361,IND19874,66%,0.84,3,170,4,,0,,support,low,Stayed,0.66
9362,IND17186,56%,0.49,3,208,3,,0,,support,low,Stayed,0.56
9363,IND14122,77%,0.98,2,226,3,,0,,support,low,Stayed,0.77
9364,IND25581,82%,0.81,3,149,3,,0,,support,low,Stayed,0.82
9365,IND17568,85%,0.59,2,264,2,,0,,support,low,Stayed,0.85
9366,IND38479,49%,0.79,5,177,2,,0,,support,low,Stayed,0.49
9367,IND13877,24%,0.87,4,262,3,,0,,technical,low,Stayed,0.24
9368,IND44534,32%,0.74,3,211,3,,0,,technical,low,Stayed,0.32
9369,IND22653,77%,0.51,4,141,3,1,0,,technical,low,Stayed,0.77
9370,IND23847,77%,0.83,5,197,4,,0,,management,high,Stayed,0.77
9371,IND04303,93%,0.87,3,154,3,1,0,,IT,low,Stayed,0.93
9372,IND30305,22%,0.74,5,178,5,,0,,IT,low,Stayed,0.22
9373,IND02670,24%,0.89,5,169,4,,0,,IT,low,Stayed,0.24
9374,IND07011,99%,0.99,3,228,4,,0,,IT,low,Stayed,0.99
9375,IND13166,61%,0.5,3,231,3,,0,,IT,high,Stayed,0.61
9376,IND13340,60%,0.91,4,185,3,1,0,,product_mng,low,Stayed,0.6
9377,IND21143,79%,0.7,3,195,2,,0,,product_mng,low,Stayed,0.79
9378,IND10174,94%,0.62,3,147,3,,0,,product_mng,low,Stayed,0.94
9379,IND17710,18%,0.85,5,192,3,,0,,product_mng,high,Stayed,0.18
9380,IND06697,51%,0.73,5,241,3,,0,,IT,low,Stayed,0.51
9381,IND17820,55%,0.92,3,151,3,,0,,RandD,medium,Stayed,0.55
9382,IND37135,73%,0.74,3,221,3,,0,,RandD,high,Stayed,0.73
9383,IND08590,41%,0.63,5,263,3,,0,,RandD,medium,Stayed,0.41
9384,IND17830,88%,0.66,3,178,3,,0,,RandD,high,Stayed,0.88
9385,IND28071,23%,0.56,5,169,5,,0,,RandD,medium,Stayed,0.23
9386,IND30389,78%,0.56,3,271,4,,0,,marketing,medium,Stayed,0.78
9387,IND16583,34%,0.69,3,155,3,,0,,marketing,medium,Stayed,0.34
9388,IND11843,51%,0.41,2,164,4,,0,,sales,medium,Stayed,0.51
9389,IND40303,80%,0.86,3,226,2,,0,,accounting,medium,Stayed,0.8
9390,IND04253,66%,0.57,4,220,2,1,0,,support,medium,Stayed,0.66
9391,IND08903,62%,0.63,5,153,6,,0,,technical,medium,Stayed,0.62
9392,IND26062,50%,0.97,2,252,4,,0,,management,medium,Stayed,0.5
9393,IND27788,96%,0.94,3,182,3,,0,,marketing,high,Stayed,0.96
9394,IND31905,50%,0.84,3,150,2,,0,,marketing,low,Stayed,0.5
9395,IND43581,73%,0.69,6,273,4,1,0,,marketing,medium,Stayed,0.73
9396,IND32405,47%,0.39,6,215,5,,0,,sales,medium,Stayed,0.47
9397,IND33234,49%,0.83,3,172,2,,0,,sales,medium,Stayed,0.49
9398,IND34184,92%,0.62,3,264,2,,0,,sales,medium,Stayed,0.92
9399,IND08670,24%,0.39,5,158,2,,0,,sales,medium,Stayed,0.24
9400,IND33447,61%,0.58,4,142,4,,0,,sales,medium,Stayed,0.61
9401,IND10826,83%,0.89,4,137,3,,0,,sales,medium,Stayed,0.83
9402,IND26863,88%,0.66,4,275,3,,0,,sales,medium,Stayed,0.88
9403,IND23817,61%,0.55,3,245,3,,0,,sales,medium,Stayed,0.61
9404,IND31484,68%,0.54,4,165,4,,0,,sales,high,Stayed,0.68
9405,IND33456,51%,0.7,4,142,4,1,0,,sales,low,Stayed,0.51
9406,IND19149,88%,0.58,4,215,2,,0,,sales,low,Stayed,0.88
9407,IND24779,94%,0.84,5,240,3,,0,,sales,low,Stayed,0.94
9408,IND09989,58%,0.88,4,255,3,,0,,sales,high,Stayed,0.58
9409,IND19152,63%,0.98,4,265,3,,0,,sales,low,Stayed,0.63
9410,IND43680,81%,0.49,4,285,4,,0,,sales,low,Stayed,0.81
9411,IND35690,61%,0.86,3,238,2,,0,,sales,low,Stayed,0.61
9412,IND40637,65%,0.63,3,137,3,,0,,sales,high,Stayed,0.65
9413,IND41961,67%,0.63,3,270,5,,0,,sales,low,Stayed,0.67
9414,IND25976,64%,0.62,4,145,3,1,0,,sales,low,Stayed,0.64
9415,IND05115,25%,0.76,6,182,3,,0,,accounting,low,Stayed,0.25
9416,IND34196,13%,0.62,3,264,6,,0,,accounting,low,Stayed,0.13
9417,IND34648,14%,0.89,3,212,6,,0,,accounting,low,Stayed,0.14
9418,IND44315,74%,0.51,5,198,3,,0,,hr,low,Stayed,0.74
9419,IND17198,80%,0.81,5,200,3,,0,,hr,low,Stayed,0.8
9420,IND19073,50%,0.56,3,263,4,,0,,hr,medium,Stayed,0.5
9421,IND11486,69%,0.75,4,249,4,,0,,hr,medium,Stayed,0.69
9422,IND32149,91%,0.53,4,212,3,,0,,technical,low,Stayed,0.91
9423,IND22532,80%,0.51,3,159,3,,0,,technical,low,Stayed,0.8
9424,IND29915,93%,0.52,3,181,3,,0,,technical,low,Stayed,0.93
9425,IND30790,57%,0.99,3,100,4,1,0,,technical,low,Stayed,0.57
9426,IND42436,51%,0.58,2,218,2,1,0,,technical,low,Stayed,0.51
9427,IND02823,98%,0.54,4,178,3,,0,,technical,low,Stayed,0.98
9428,IND24500,85%,0.83,4,219,3,,0,,technical,low,Stayed,0.85
9429,IND41889,73%,0.56,5,239,3,,0,,technical,low,Stayed,0.73
9430,IND20825,97%,0.9,3,255,2,,0,,technical,low,Stayed,0.97
9431,IND40025,52%,0.61,4,163,2,,0,,technical,low,Stayed,0.52
9432,IND43884,31%,0.38,3,173,2,,0,,technical,low,Stayed,0.31
9433,IND28281,49%,0.77,3,147,3,,0,,support,low,Stayed,0.49
9434,IND22344,81%,0.44,4,166,4,1,0,,support,low,Stayed,0.81
9435,IND22972,52%,0.8,5,209,2,,0,,support,low,Stayed,0.52
9436,IND40886,69%,0.56,5,271,3,,0,,support,low,Stayed,0.69
9437,IND05566,70%,0.74,3,253,4,1,0,,support,low,Stayed,0.7
9438,IND23681,65%,0.85,4,233,2,,0,,support,low,Stayed,0.65
9439,IND25427,54%,0.71,2,194,2,,0,,support,low,Stayed,0.54
9440,IND40708,57%,0.49,2,237,2,,0,,support,low,Stayed,0.57
9441,IND07916,78%,0.9,4,238,2,,0,,support,low,Stayed,0.78
9442,IND14574,99%,0.92,4,212,3,,0,,support,low,Stayed,0.99
9443,IND24519,57%,0.83,5,189,3,,0,,support,low,Stayed,0.57
9444,IND42453,33%,0.58,3,115,3,,0,,technical,low,Stayed,0.33
9445,IND14660,97%,0.58,4,159,3,,0,,technical,low,Stayed,0.97
9446,IND17372,95%,0.58,5,133,3,,0,,technical,low,Stayed,0.95
9447,IND33573,69%,0.83,5,225,3,,0,,management,low,Stayed,0.69
9448,IND36297,97%,0.91,2,112,5,,0,,IT,low,Stayed,0.97
9449,IND11562,40%,0.59,3,111,4,1,0,,IT,low,Stayed,0.4
9450,IND33709,67%,0.71,4,178,6,,0,,IT,low,Stayed,0.67
9451,IND37508,96%,0.58,5,178,3,,0,,IT,low,Stayed,0.96
9452,IND44606,49%,0.95,2,181,4,1,0,,IT,low,Stayed,0.49
9453,IND22774,56%,0.66,3,139,2,,0,,product_mng,low,Stayed,0.56
9454,IND19078,99%,0.78,2,177,4,,0,,product_mng,low,Stayed,0.99
9455,IND14265,49%,0.88,4,270,3,,0,,product_mng,low,Stayed,0.49
9456,IND30556,53%,0.69,4,135,3,,0,,product_mng,low,Stayed,0.53
9457,IND18696,75%,0.5,4,166,4,,0,,IT,low,Stayed,0.75
9458,IND36882,51%,0.89,3,230,4,,0,,marketing,low,Stayed,0.51
9459,IND05759,65%,0.9,3,163,3,1,0,,marketing,medium,Stayed,0.65
9460,IND29017,45%,0.66,2,236,3,,0,,marketing,medium,Stayed,0.45
9461,IND15852,98%,0.91,3,264,4,1,0,,marketing,medium,Stayed,0.98
9462,IND22348,90%,0.74,3,185,2,,0,,marketing,medium,Stayed,0.9
9463,IND31678,37%,0.62,4,253,2,,0,,marketing,medium,Stayed,0.37
9464,IND32295,52%,0.99,4,253,3,,0,,marketing,medium,Stayed,0.52
9465,IND40251,96%,0.78,3,135,3,,0,,sales,medium,Stayed,0.96
9466,IND27729,99%,0.7,2,182,4,,0,,accounting,medium,Stayed,0.99
9467,IND30321,66%,0.56,5,202,3,,0,,support,medium,Stayed,0.66
9468,IND30398,84%,0.54,5,186,2,,0,,technical,medium,Stayed,0.84
9469,IND26726,16%,0.87,5,163,3,,0,,management,medium,Stayed,0.16
9470,IND39777,75%,0.59,3,242,3,,0,,marketing,medium,Stayed,0.75
9471,IND42176,52%,0.74,3,160,2,,0,,marketing,high,Stayed,0.52
9472,IND09813,86%,0.86,3,173,3,,0,,marketing,low,Stayed,0.86
9473,IND11643,75%,0.53,3,154,2,,0,,sales,medium,Stayed,0.75
9474,IND13044,73%,0.99,3,160,3,,0,,sales,medium,Stayed,0.73
9475,IND28725,98%,0.84,3,139,2,,0,,sales,medium,Stayed,0.98
9476,IND19218,80%,0.84,3,251,3,,0,,sales,medium,Stayed,0.8
9477,IND27495,18%,0.48,4,176,4,1,0,,sales,low,Stayed,0.18
9478,IND41631,37%,0.72,2,163,3,,0,,sales,low,Stayed,0.37
9479,IND43216,97%,0.86,3,257,4,,0,,sales,low,Stayed,0.97
9480,IND37580,56%,0.68,4,159,3,,0,,sales,low,Stayed,0.56
9481,IND43037,32%,0.65,2,183,3,,0,,sales,low,Stayed,0.32
9482,IND18656,63%,0.88,4,260,2,,0,,sales,low,Stayed,0.63
9483,IND31116,36%,0.78,6,151,3,,0,,sales,low,Stayed,0.36
9484,IND22960,75%,0.49,4,246,3,1,0,,sales,low,Stayed,0.75
9485,IND30264,42%,0.86,3,160,4,1,0,,sales,low,Stayed,0.42
9486,IND34023,96%,0.66,3,155,2,,0,,sales,low,Stayed,0.96
9487,IND08658,62%,0.78,5,250,6,,0,,sales,low,Stayed,0.62
9488,IND24948,78%,0.96,2,174,3,,0,,sales,low,Stayed,0.78
9489,IND03097,93%,0.89,3,262,2,,0,,sales,low,Stayed,0.93
9490,IND22357,93%,0.87,4,257,2,,0,,sales,low,Stayed,0.93
9491,IND34582,45%,0.42,4,140,2,,0,,sales,low,Stayed,0.45
9492,IND10450,44%,0.56,3,123,3,,0,,accounting,medium,Stayed,0.44
9493,IND14575,57%,0.55,3,264,2,,0,,accounting,medium,Stayed,0.57
9494,IND19802,77%,0.51,2,254,5,,0,,accounting,medium,Stayed,0.77
9495,IND30533,60%,0.98,4,205,4,,0,,hr,medium,Stayed,0.6
9496,IND25126,25%,0.94,6,199,4,,0,,hr,medium,Stayed,0.25
9497,IND32811,59%,0.43,3,171,3,,0,,hr,medium,Stayed,0.59
9498,IND29385,29%,0.57,5,98,5,,0,,hr,medium,Stayed,0.29
9499,IND42676,50%,0.95,3,166,4,1,0,,technical,low,Stayed,0.5
9500,IND03975,91%,0.94,4,264,4,,0,,technical,low,Stayed,0.91
9501,IND04158,78%,0.65,3,176,2,,0,,technical,low,Stayed,0.78
9502,IND03130,73%,0.76,2,166,3,,0,,technical,low,Stayed,0.73
9503,IND29413,51%,0.59,4,169,3,,0,,technical,low,Stayed,0.51
9504,IND40027,65%,0.82,4,257,3,,0,,technical,low,Stayed,0.65
9505,IND14738,25%,0.87,3,265,4,,0,,technical,low,Stayed,0.25
9506,IND36190,50%,0.63,5,167,2,,0,,technical,low,Stayed,0.5
9507,IND38065,53%,0.58,4,134,2,,0,,technical,low,Stayed,0.53
9508,IND22504,57%,0.76,2,176,3,,0,,technical,low,Stayed,0.57
9509,IND43620,77%,0.91,5,274,3,,0,,technical,low,Stayed,0.77
9510,IND04790,94%,0.77,3,201,3,,0,,support,low,Stayed,0.94
9511,IND18891,50%,0.53,3,121,4,,0,,support,low,Stayed,0.5
9512,IND36887,47%,0.57,3,97,4,,0,,support,low,Stayed,0.47
9513,IND32311,92%,0.54,4,217,4,,0,,support,low,Stayed,0.92
9514,IND39513,90%,0.87,3,220,3,,0,,support,low,Stayed,0.9
9515,IND33035,54%,0.46,2,98,4,,0,,support,low,Stayed,0.54
9516,IND38410,58%,0.97,5,265,3,,0,,support,low,Stayed,0.58
9517,IND39719,95%,0.87,3,201,3,,0,,support,low,Stayed,0.95
9518,IND41435,52%,0.71,3,151,3,,0,,support,low,Stayed,0.52
9519,IND23159,83%,0.51,4,199,3,,0,,support,low,Stayed,0.83
9520,IND01120,54%,0.92,4,175,3,,0,,support,low,Stayed,0.54
9521,IND07838,80%,0.85,5,253,3,1,0,,technical,low,Stayed,0.8
9522,IND35973,52%,0.57,3,183,2,,0,,technical,low,Stayed,0.52
9523,IND29977,83%,0.8,5,223,3,,0,,technical,low,Stayed,0.83
9524,IND11236,74%,0.55,5,168,4,,0,,management,low,Stayed,0.74
9525,IND41304,87%,0.71,5,244,2,,0,,IT,low,Stayed,0.87
9526,IND31699,45%,0.87,2,268,4,1,0,,IT,low,Stayed,0.45
9527,IND36930,72%,0.72,4,218,4,,0,,IT,low,Stayed,0.72
9528,IND26740,27%,0.85,2,277,6,1,0,,IT,low,Stayed,0.27
9529,IND35596,51%,0.88,5,225,2,1,0,,IT,low,Stayed,0.51
9530,IND44049,55%,0.55,4,257,3,,0,,product_mng,low,Stayed,0.55
9531,IND37834,89%,0.69,4,170,3,,0,,product_mng,low,Stayed,0.89
9532,IND38228,85%,0.86,3,179,3,,0,,product_mng,low,Stayed,0.85
9533,IND21161,29%,0.85,4,211,2,,0,,product_mng,low,Stayed,0.29
9534,IND31446,96%,0.5,3,217,2,1,0,,IT,low,Stayed,0.96
9535,IND23593,90%,0.68,3,135,3,,0,,RandD,low,Stayed,0.9
9536,IND13115,28%,0.94,6,167,3,1,0,,RandD,low,Stayed,0.28
9537,IND03687,93%,0.98,4,189,3,,0,,RandD,medium,Stayed,0.93
9538,IND06532,51%,0.57,3,162,3,1,0,,RandD,medium,Stayed,0.51
9539,IND13813,97%,0.76,3,193,3,,0,,RandD,medium,Stayed,0.97
9540,IND38714,71%,0.55,4,273,3,1,0,,RandD,medium,Stayed,0.71
9541,IND19454,52%,0.69,6,138,5,,0,,marketing,medium,Stayed,0.52
9542,IND31529,87%,0.84,4,237,3,1,0,,sales,medium,Stayed,0.87
9543,IND06224,78%,0.61,5,260,2,,0,,accounting,medium,Stayed,0.78
9544,IND42323,57%,0.82,3,149,5,1,0,,support,medium,Stayed,0.57
